EST_ID,Pathogen,Age_group,Syndrome,Design,Site_Location,Prevalence,Age_range,Study,Duration,Source,Hyperlink,CASES,SAMPLES,PREV,SE,SITE_LAT,SITE_LONG
GREY00000001-01-ENTA-02,Entamoeba histolytica,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","0.0 (0.0, 0.0)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,0,336,0,0,-14.97951698303223,28.39406394958496
GREY00000001-01-ENTA-03,Entamoeba histolytica,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","0.6 (0.0, 1.8)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,1,167,.0059880241751671,.0059700687415898,-14.97951698303223,28.39406394958496
GREY00000001-01-ETEC-01,Enterotoxigenic E. coli (ETEC),0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","35.8 (31.1, 40.6)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,140,391,.3580562770366669,.0242457576096058,-14.97951698303223,28.39406394958496
GREY00000001-01-ETEC-02,Enterotoxigenic E. coli (ETEC),12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","42.0 (36.7, 47.2)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,141,336,.4196428656578064,.0269226580858231,-14.97951698303223,28.39406394958496
GREY00000001-01-ETEC-03,Enterotoxigenic E. coli (ETEC),24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","37.1 (29.8, 44.5)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,62,167,.371257483959198,.0373865850269794,-14.97951698303223,28.39406394958496
GREY00000001-01-GIAR-01,Giardia spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","26.6 (22.2, 31.0)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,104,391,.2659846544265747,.0223456230014563,-14.97951698303223,28.39406394958496
GREY00000001-01-GIAR-02,Giardia spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","39.0 (33.8, 44.2)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,131,336,.3898809552192688,.0266074743121862,-14.97951698303223,28.39406394958496
GREY00000001-01-GIAR-03,Giardia spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","51.5 (43.9, 59.1)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,86,167,.514970064163208,.0386738143861294,-14.97951698303223,28.39406394958496
GREY00000001-01-NORO-01,Norovirus GI/GII,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","28.4 (23.9, 32.9)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,111,391,.2838874757289886,.0228021275252104,-14.97951698303223,28.39406394958496
GREY00000001-01-NORO-02,Norovirus GI/GII,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","22.0 (17.6, 26.5)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,74,336,.2202380895614624,.0226077623665333,-14.97951698303223,28.39406394958496
GREY00000001-01-NORO-03,Norovirus GI/GII,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","13.2 (8.0, 18.3)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,22,167,.1317365318536758,.0261710193008184,-14.97951698303223,28.39406394958496
GREY00000001-01-ROTA-01,Rotavirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","73.1 (68.8, 77.5)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,286,391,.7314578294754028,.0224136468023062,-14.97951698303223,28.39406394958496
GREY00000001-01-ROTA-02,Rotavirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","72.3 (67.5, 77.1)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,243,336,.7232142686843872,.0244081970304251,-14.97951698303223,28.39406394958496
GREY00000001-01-ROTA-03,Rotavirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","56.9 (49.4, 64.4)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,95,167,.56886225938797,.0383224561810493,-14.97951698303223,28.39406394958496
GREY00000001-01-SALM-01,Salmonella spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","35.5 (31.2, 39.9)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,166,467,.3554603755474091,.0221494007855654,-14.97951698303223,28.39406394958496
GREY00000001-01-SALM-02,Salmonella spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","25.5 (21.4, 29.6)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,112,439,.2551252841949463,.0208058804273605,-14.97951698303223,28.39406394958496
GREY00000001-01-SALM-03,Salmonella spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","26.1 (20.0, 32.2)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,52,199,.2613065242767334,.0311444532126188,-14.97951698303223,28.39406394958496
GREY00000001-01-SHIG-01,Shigella spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","29.4 (24.9, 33.9)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,115,391,.294117659330368,.0230429638177156,-14.97951698303223,28.39406394958496
GREY00000001-01-SHIG-02,Shigella spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","38.4 (33.2, 43.6)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,129,336,.3839285671710968,.0265320688486099,-14.97951698303223,28.39406394958496
GREY00000001-01-SHIG-03,Shigella spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","38.3 (30.9, 45.7)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,64,167,.3832335472106934,.0376213081181049,-14.97951698303223,28.39406394958496
GREY00000001-01-STEC-01,Shiga toxin-producing E. coli (STEC),0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","1.0 (0.0, 2.0)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,4,391,.0102301789447665,.0050888583064079,-14.97951698303223,28.39406394958496
GREY00000001-01-STEC-02,Shiga toxin-producing E. coli (STEC),12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","1.5 (0.2, 2.8)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,5,336,.0148809524253011,.0066052624024451,-14.97951698303223,28.39406394958496
GREY00000001-01-STEC-03,Shiga toxin-producing E. coli (STEC),24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","1.8 (0.0, 3.8)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,3,167,.0179640725255013,.0102779818698764,-14.97951698303223,28.39406394958496
GREY00000001-01-VIBR-01,Vibrio cholerae,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","0.3 (0.0, 0.8)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,1,391,.0025575447361916,.0025542720686644,-14.97951698303223,28.39406394958496
GREY00000001-01-VIBR-02,Vibrio cholerae,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","0.6 (0.0, 1.4)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,2,336,.0059523810632527,.0041964235715568,-14.97951698303223,28.39406394958496
GREY00000001-01-VIBR-03,Vibrio cholerae,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Lusaka, Lusaka","1.2 (0.0, 2.8)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Oct, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,2,167,.0119760483503342,.0084174834191799,-14.97951698303223,28.39406394958496
GREY00000001-02-ADEN-01,Adenovirus 40/41,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","39.5 (32.7, 46.3)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,79,200,.3950000107288361,.0345669649541378,-12.99084854125977,28.65291404724121
GREY00000001-02-ADEN-02,Adenovirus 40/41,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","45.8 (38.4, 53.1)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,81,177,.4576271176338196,.037447102367878,-12.99084854125977,28.65291404724121
GREY00000001-02-ADEN-03,Adenovirus 40/41,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","40.0 (30.8, 49.2)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,44,110,.4000000059604645,.0467099361121655,-12.99084854125977,28.65291404724121
GREY00000001-02-CAMP-01,Campylobacter spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","24.0 (18.1, 29.9)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,48,200,.239999994635582,.0301993377506733,-12.99084854125977,28.65291404724121
GREY00000001-02-CAMP-02,Campylobacter spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","27.1 (20.6, 33.7)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,48,177,.2711864411830902,.0334160849452019,-12.99084854125977,28.65291404724121
GREY00000001-02-CAMP-03,Campylobacter spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","26.4 (18.1, 34.6)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,29,110,.2636363506317139,.0420099794864655,-12.99084854125977,28.65291404724121
GREY00000001-02-CRYP-01,Cryptosporidium spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","9.0 (5.0, 13.0)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,18,200,.0900000035762787,.0202361065894365,-12.99084854125977,28.65291404724121
GREY00000001-02-CRYP-02,Cryptosporidium spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","15.8 (10.4, 21.2)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,28,177,.1581920832395554,.0274291429668665,-12.99084854125977,28.65291404724121
GREY00000001-02-CRYP-03,Cryptosporidium spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","9.1 (3.7, 14.5)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,10,110,.0909090936183929,.0274101234972477,-12.99084854125977,28.65291404724121
GREY00000001-02-ENTA-01,Entamoeba histolytica,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","0.0 (0.0, 0.0)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,0,200,0,0,-12.99084854125977,28.65291404724121
GREY00000001-02-ENTA-02,Entamoeba histolytica,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","0.6 (0.0, 1.7)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,1,177,.0056497175246477,.0056337350979447,-12.99084854125977,28.65291404724121
GREY00000001-02-ENTA-03,Entamoeba histolytica,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","1.8 (0.0, 4.3)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,2,110,.0181818176060915,.012739073485136,-12.99084854125977,28.65291404724121
GREY00000001-02-ETEC-01,Enterotoxigenic E. coli (ETEC),0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","44.0 (37.1, 50.9)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,88,200,.4399999976158142,.0350998565554619,-12.99084854125977,28.65291404724121
GREY00000001-02-ETEC-02,Enterotoxigenic E. coli (ETEC),12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","53.7 (46.3, 61.0)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,95,177,.5367231369018555,.0374807976186275,-12.99084854125977,28.65291404724121
GREY00000001-02-ETEC-03,Enterotoxigenic E. coli (ETEC),24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","45.5 (36.1, 54.8)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,50,110,.4545454680919647,.0474757254123688,-12.99084854125977,28.65291404724121
GREY00000001-02-GIAR-01,Giardia spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","33.5 (27.0, 40.0)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,67,200,.3350000083446503,.0333747677505016,-12.99084854125977,28.65291404724121
GREY00000001-02-GIAR-02,Giardia spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","40.1 (32.9, 47.3)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,71,177,.4011299312114716,.0368402190506458,-12.99084854125977,28.65291404724121
GREY00000001-02-GIAR-03,Giardia spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","52.7 (43.4, 62.1)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,58,110,.5272727012634277,.0476021580398083,-12.99084854125977,28.65291404724121
GREY00000001-02-NORO-01,Norovirus GI/GII,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","25.5 (19.5, 31.5)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,51,200,.2549999952316284,.0308200418949127,-12.99084854125977,28.65291404724121
GREY00000001-02-NORO-02,Norovirus GI/GII,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","22.0 (15.9, 28.1)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,39,177,.2203389853239059,.0311538651585579,-12.99084854125977,28.65291404724121
GREY00000001-02-NORO-03,Norovirus GI/GII,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","17.3 (10.2, 24.3)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,19,110,.1727272719144821,.0360419638454914,-12.99084854125977,28.65291404724121
GREY00000001-02-ROTA-01,Rotavirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","65.5 (58.9, 72.1)",0 - 11 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,131,200,.6549999713897705,.0336136147379875,-12.99084854125977,28.65291404724121
GREY00000001-02-ROTA-02,Rotavirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","69.5 (62.7, 76.3)",12 - 23 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,123,177,.694915235042572,.0346090383827686,-12.99084854125977,28.65291404724121
GREY00000001-02-ROTA-03,Rotavirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"Zambia, Copperbelt, Ndola","50.0 (40.7, 59.3)",24 - 58 months,Programme for Awareness and Elimination of Diarrhoea (PAED),"Jul, 2012 - Sep, 2013","Chisenga et al., 2018, Pediatr Infect Dis Open Access",http://dx.doi.org/10.21767/2573-0282.100064,55,110,.5,.0476731285452843,-12.99084854125977,28.65291404724121
